,food_name,food_img_path,health_code
5440,Fries-Train (495).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (495).jpg,0
5441,Fries-Train (496).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (496).jpg,0
5442,Fries-Train (497).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (497).jpg,0
5443,Fries-Train (498).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (498).jpg,0
5444,Fries-Train (499).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (499).jpg,0
5445,Fries-Train (5).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (5).jpg,0
5446,Fries-Train (50).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (50).jpg,0
5447,Fries-Train (500).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (500).jpg,0
5448,Fries-Train (501).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (501).jpg,0
5449,Fries-Train (502).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (502).jpg,0
5450,Fries-Train (503).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (503).jpg,0
5451,Fries-Train (504).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (504).jpg,0
5452,Fries-Train (505).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (505).jpg,0
5453,Fries-Train (506).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (506).jpg,0
5454,Fries-Train (507).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (507).jpg,0
5455,Fries-Train (508).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (508).jpg,0
5456,Fries-Train (509).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (509).jpg,0
5457,Fries-Train (51).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (51).jpg,0
5458,Fries-Train (510).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (510).jpg,0
5459,Fries-Train (511).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (511).jpg,0
5460,Fries-Train (512).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (512).jpg,0
5461,Fries-Train (513).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (513).jpg,0
5462,Fries-Train (514).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (514).jpg,0
5463,Fries-Train (515).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (515).jpg,0
5464,Fries-Train (516).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (516).jpg,0
5465,Fries-Train (517).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (517).jpg,0
5466,Fries-Train (518).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (518).jpg,0
5467,Fries-Train (519).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (519).jpg,0
5468,Fries-Train (52).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (52).jpg,0
5469,Fries-Train (520).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (520).jpg,0
5470,Fries-Train (521).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (521).jpg,0
5471,Fries-Train (522).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (522).jpg,0
5472,Fries-Train (523).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (523).jpg,0
5473,Fries-Train (524).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (524).jpg,0
5474,Fries-Train (525).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (525).jpg,0
5475,Fries-Train (526).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (526).jpg,0
5476,Fries-Train (527).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (527).jpg,0
5477,Fries-Train (528).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (528).jpg,0
5478,Fries-Train (529).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (529).jpg,0
5479,Fries-Train (53).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (53).jpg,0
5480,Fries-Train (530).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (530).jpg,0
5481,Fries-Train (531).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (531).jpg,0
5482,Fries-Train (532).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (532).jpg,0
5483,Fries-Train (533).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (533).jpg,0
5484,Fries-Train (534).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (534).jpg,0
5485,Fries-Train (535).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (535).jpg,0
5486,Fries-Train (536).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (536).jpg,0
5487,Fries-Train (537).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (537).jpg,0
5488,Fries-Train (538).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (538).jpg,0
5489,Fries-Train (539).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (539).jpg,0
5490,Fries-Train (54).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (54).jpg,0
5491,Fries-Train (540).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (540).jpg,0
5492,Fries-Train (541).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (541).jpg,0
5493,Fries-Train (542).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (542).jpg,0
5494,Fries-Train (543).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (543).jpg,0
5495,Fries-Train (544).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (544).jpg,0
5496,Fries-Train (545).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (545).jpg,0
5497,Fries-Train (546).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (546).jpg,0
5498,Fries-Train (547).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (547).jpg,0
5499,Fries-Train (548).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (548).jpg,0
5500,Fries-Train (549).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (549).jpg,0
5501,Fries-Train (55).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (55).jpg,0
5502,Fries-Train (550).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (550).jpg,0
5503,Fries-Train (551).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (551).jpg,0
5504,Fries-Train (552).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (552).jpg,0
5505,Fries-Train (553).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (553).jpg,0
5506,Fries-Train (554).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (554).jpg,0
5507,Fries-Train (555).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (555).jpg,0
5508,Fries-Train (556).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (556).jpg,0
5509,Fries-Train (557).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (557).jpg,0
5510,Fries-Train (558).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (558).jpg,0
5511,Fries-Train (559).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (559).jpg,0
5512,Fries-Train (56).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (56).jpg,0
5513,Fries-Train (560).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (560).jpg,0
5514,Fries-Train (561).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (561).jpg,0
5515,Fries-Train (562).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (562).jpg,0
5516,Fries-Train (563).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (563).jpg,0
5517,Fries-Train (564).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (564).jpg,0
5518,Fries-Train (565).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (565).jpg,0
5519,Fries-Train (566).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (566).jpg,0
5520,Fries-Train (567).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (567).jpg,0
5521,Fries-Train (568).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (568).jpg,0
5522,Fries-Train (569).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (569).jpg,0
5523,Fries-Train (57).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (57).jpg,0
5524,Fries-Train (570).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (570).jpg,0
5525,Fries-Train (571).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (571).jpg,0
5526,Fries-Train (572).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (572).jpg,0
5527,Fries-Train (573).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (573).jpg,0
5528,Fries-Train (574).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (574).jpg,0
5529,Fries-Train (575).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (575).jpg,0
5530,Fries-Train (576).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (576).jpg,0
5531,Fries-Train (577).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (577).jpg,0
5532,Fries-Train (578).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (578).jpg,0
5533,Fries-Train (579).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (579).jpg,0
5534,Fries-Train (58).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (58).jpg,0
5535,Fries-Train (580).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (580).jpg,0
5536,Fries-Train (581).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (581).jpg,0
5537,Fries-Train (582).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (582).jpg,0
5538,Fries-Train (583).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (583).jpg,0
5539,Fries-Train (584).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (584).jpg,0
5540,Fries-Train (585).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (585).jpg,0
5541,Fries-Train (586).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (586).jpg,0
5542,Fries-Train (587).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (587).jpg,0
5543,Fries-Train (588).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (588).jpg,0
5544,Fries-Train (589).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (589).jpg,0
5545,Fries-Train (59).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (59).jpg,0
5546,Fries-Train (590).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (590).jpg,0
5547,Fries-Train (591).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (591).jpg,0
5548,Fries-Train (592).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (592).jpg,0
5549,Fries-Train (593).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (593).jpg,0
5550,Fries-Train (594).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (594).jpg,0
5551,Fries-Train (595).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (595).jpg,0
5552,Fries-Train (596).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (596).jpg,0
5553,Fries-Train (597).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (597).jpg,0
5554,Fries-Train (598).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (598).jpg,0
5555,Fries-Train (599).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (599).jpg,0
5556,Fries-Train (6).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (6).jpg,0
5557,Fries-Train (60).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (60).jpg,0
5558,Fries-Train (600).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (600).jpg,0
5559,Fries-Train (601).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (601).jpg,0
5560,Fries-Train (602).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (602).jpg,0
5561,Fries-Train (603).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (603).jpg,0
5562,Fries-Train (604).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (604).jpg,0
5563,Fries-Train (605).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (605).jpg,0
5564,Fries-Train (606).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (606).jpg,0
5565,Fries-Train (607).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (607).jpg,0
5566,Fries-Train (608).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (608).jpg,0
5567,Fries-Train (609).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (609).jpg,0
5568,Fries-Train (61).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (61).jpg,0
5569,Fries-Train (610).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (610).jpg,0
5570,Fries-Train (611).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (611).jpg,0
5571,Fries-Train (612).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (612).jpg,0
5572,Fries-Train (613).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (613).jpg,0
5573,Fries-Train (614).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (614).jpg,0
5574,Fries-Train (615).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (615).jpg,0
5575,Fries-Train (616).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (616).jpg,0
5576,Fries-Train (617).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (617).jpg,0
5577,Fries-Train (618).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (618).jpg,0
5578,Fries-Train (619).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (619).jpg,0
5579,Fries-Train (62).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (62).jpg,0
5580,Fries-Train (620).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (620).jpg,0
5581,Fries-Train (621).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (621).jpg,0
5582,Fries-Train (622).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (622).jpg,0
5583,Fries-Train (623).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (623).jpg,0
5584,Fries-Train (624).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (624).jpg,0
5585,Fries-Train (625).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (625).jpg,0
5586,Fries-Train (626).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (626).jpg,0
5587,Fries-Train (627).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (627).jpg,0
5588,Fries-Train (628).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (628).jpg,0
5589,Fries-Train (629).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (629).jpg,0
5590,Fries-Train (63).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (63).jpg,0
5591,Fries-Train (630).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (630).jpg,0
5592,Fries-Train (631).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (631).jpg,0
5593,Fries-Train (632).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (632).jpg,0
5594,Fries-Train (633).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (633).jpg,0
5595,Fries-Train (634).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (634).jpg,0
5596,Fries-Train (635).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (635).jpg,0
5597,Fries-Train (636).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (636).jpg,0
5598,Fries-Train (637).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (637).jpg,0
5599,Fries-Train (638).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (638).jpg,0
5600,Fries-Train (639).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (639).jpg,0
5601,Fries-Train (64).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (64).jpg,0
5602,Fries-Train (640).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (640).jpg,0
5603,Fries-Train (641).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (641).jpg,0
5604,Fries-Train (642).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (642).jpg,0
5605,Fries-Train (643).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (643).jpg,0
5606,Fries-Train (644).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (644).jpg,0
5607,Fries-Train (645).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (645).jpg,0
5608,Fries-Train (646).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (646).jpg,0
5609,Fries-Train (647).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (647).jpg,0
5610,Fries-Train (648).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (648).jpg,0
5611,Fries-Train (649).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (649).jpg,0
5612,Fries-Train (65).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (65).jpg,0
5613,Fries-Train (650).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (650).jpg,0
5614,Fries-Train (651).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (651).jpg,0
5615,Fries-Train (652).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (652).jpg,0
5616,Fries-Train (653).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (653).jpg,0
5617,Fries-Train (654).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (654).jpg,0
5618,Fries-Train (655).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (655).jpg,0
5619,Fries-Train (656).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (656).jpg,0
5620,Fries-Train (657).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (657).jpg,0
5621,Fries-Train (658).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (658).jpg,0
5622,Fries-Train (659).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (659).jpg,0
5623,Fries-Train (66).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (66).jpg,0
5624,Fries-Train (660).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (660).jpg,0
5625,Fries-Train (661).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (661).jpg,0
5626,Fries-Train (662).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (662).jpg,0
5627,Fries-Train (663).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (663).jpg,0
5628,Fries-Train (664).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (664).jpg,0
5629,Fries-Train (665).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (665).jpg,0
5630,Fries-Train (666).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (666).jpg,0
5631,Fries-Train (667).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (667).jpg,0
5632,Fries-Train (668).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (668).jpg,0
5633,Fries-Train (669).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (669).jpg,0
5634,Fries-Train (67).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (67).jpg,0
5635,Fries-Train (670).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (670).jpg,0
5636,Fries-Train (671).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (671).jpg,0
5637,Fries-Train (672).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (672).jpg,0
5638,Fries-Train (673).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Fries/Fries-Train (673).jpg,0
